Title,Anger,Fear,Joy,Love,Sadness,Surprise,Protagonist Roles,Time Period,Dominant Time of Day,Genres
Cast Away,0.050771698,0.015052514,0.017510502,0.001128234,0.913973808,0.001563228,Detective/Spy,Past,Daytime,"['Adventure', 'Drama']"
Catch Me If You Can,0.046992388,0.010250673,0.932870746,0.002519639,0.004537136,0.002829401,Detective/Spy,Past,Daytime,"['Crime', 'Drama']"
Catwoman,0.057959098,0.015994048,0.912856519,0.003622998,0.004763477,0.004803764,Monster/Killer/Victim,Present,Nighttime,"['Crime', 'Action']"
Cecil B. Demented,0.015346196,0.004325909,0.926841915,0.004100356,0.047926605,0.001459114,Realist,Past,Nighttime,"['Thriller', 'Crime', 'Comedy']"
Cedar Rapids,0.061452761,0.001566492,0.924297214,0.005235568,0.005671964,0.001776112,Detective/Spy,Past,Daytime,['Comedy']
Cellular,0.000918726,0.000399062,0.996415854,0.001195937,0.000646089,0.000424269,Realist,Future,Daytime,"['Thriller', 'Crime', 'Drama', 'Action']"
Changeling,0.015254532,0.003706105,0.962550104,0.004082606,0.013630183,0.000776415,Soldier,Past,Daytime,"['Crime', 'Drama']"
Chaos,0.031908896,0.950401843,0.00988468,0.000611429,0.005795943,0.001397193,Realist,Past,Daytime,"['Thriller', 'Crime', 'Drama', 'Action']"
Charade,0.008401484,0.009735804,0.965630949,0.008563399,0.006287173,0.001381068,Child,Past,Daytime,"['Thriller', 'Comedy', 'Romance']"
Charlies Angels,0.235964462,0.653467536,0.013018531,0.001569862,0.093929775,0.002049857,Fighter,Past,Daytime,"['Comedy', 'Action']"
Chasing Amy,0.006794974,0.000744126,0.988301933,0.001152047,0.002498386,0.000508587,Monster/Killer/Victim,Present,Daytime,"['Comedy', 'Romance']"
Chasing Sleep,0.306688547,0.574040174,0.063831709,0.00880481,0.04235892,0.004275817,Law Person/Outlaw,Future,Daytime,"['Thriller', 'Horror']"
Cherry Falls,0.035245586,0.031375982,0.022559697,0.892306924,0.016306089,0.002205581,Detective/Spy,Past,Daytime,"['Thriller', 'Comedy', 'Horror']"
Chinatown,0.009286247,0.017820058,0.006958023,0.00180281,0.963642836,0.000490062,Detective/Spy,Past,Daytime,"['Thriller', 'Crime']"
Christ Complex,0.173224911,0.072103545,0.006108117,0.001238515,0.74661094,0.00071394,Fighter,Present,Daytime,"['Comedy', 'Fantasy']"
Chronicle,0.113599569,0.268337607,0.014173833,0.001500172,0.599028409,0.003360405,Detective/Spy,Past,Daytime,"['Thriller', 'Drama', 'Sci-Fi']"
Chronicles of Narnia The Lion the Witch and the Wardrobe,0.956250489,0.002623535,0.030831354,0.002004422,0.007833285,0.000456851,Realist,Present,Daytime,"['Fantasy', 'Action', 'Drama', 'Family', 'Adventure']"
Cinema Paradiso,0.283815742,0.061135769,0.62560904,0.009472567,0.017737661,0.002229228,Realist,Past,Daytime,"['Romance', 'Drama']"
Cirque du Freak The Vampires Assistant,0.041302186,0.00245976,0.906136632,0.038156774,0.008261818,0.003682973,Detective/Spy,Past,Daytime,"['Thriller', 'Adventure', 'Fantasy', 'Action']"
Citizen Kane,0.38753444,0.091798395,0.445012301,0.007262004,0.057752591,0.010640256,Superhuman/Scientist/Alien/Robot,Past,Daytime,['Drama']
City of Joy,0.344281256,0.024892112,0.056737848,0.00974478,0.561745405,0.002598511,Detective/Spy,Past,Daytime,['Drama']
Clash of the Titans,0.976765454,0.004021806,0.000862517,0.000367685,0.017762979,0.000219585,Soldier,Past,Daytime,"['Adventure', 'Fantasy', 'Drama', 'Action']"
Clerks,0.013909301,0.303283036,0.002876121,0.001008625,0.676958382,0.001964582,Realist,Present,Daytime,"['Comedy', 'Drama']"
Cliffhanger,0.023038216,0.008201273,0.95896405,0.00167679,0.003854743,0.0042649,Detective/Spy,Future,Daytime,"['Thriller', 'Adventure', 'Action']"
Clueless,0.665275991,0.027168263,0.252894878,0.01852878,0.0322739,0.003858221,Realist,Present,Nighttime,"['Comedy', 'Romance']"
Cobb,0.32092905,0.18722707,0.324047387,0.032240361,0.127327681,0.00822836,Realist,Past,Daytime,['Drama']
Coco,0.423018783,0.017542878,0.11055655,0.008740574,0.437597066,0.002544081,Realist,Past,Nighttime,"['Adventure', 'Comedy']"
Code of Silence,0.030266307,0.955626726,0.003315799,0.000608628,0.001604466,0.008578041,Soldier,Past,Daytime,"['Drama', 'Action']"
Cold Mountain,0.991280854,0.006677736,0.000641491,0.000322798,0.000721116,0.000355918,Fighter,Past,Daytime,"['Romance', 'War', 'Drama']"
Collateral Damage,0.682643831,0.052090898,0.136646226,0.016737795,0.108019814,0.003861416,Law Person/Outlaw,Past,Daytime,"['Thriller', 'Action']"
Collateral,0.093188904,0.062835604,0.815659821,0.005429244,0.019204957,0.003681503,Detective/Spy,Present,Nighttime,"['Thriller', 'Crime', 'Action']"
Colombiana,0.006364335,0.001668416,0.987210631,0.00228384,0.001532389,0.000940472,Fighter,Past,Daytime,"['Crime', 'Drama', 'Action']"
Color of Night,0.001199645,0.000852642,0.000208008,0.000116537,0.997488856,0.000134385,Detective/Spy,Present,Daytime,"['Thriller', 'Romance']"
Commando,0.473059773,0.174096823,0.203276545,0.020045212,0.110961616,0.018559942,Realist,Present,Nighttime,"['Thriller', 'Action']"
Conan the Barbarian,0.473059773,0.174096823,0.203276545,0.020045212,0.110961616,0.018559942,Realist,Present,Nighttime,"['Adventure', 'Fantasy', 'Action']"
Confessions of a Dangerous Mind,0.564981461,0.427150309,0.002867482,0.000749011,0.003176821,0.001074905,Fighter,Past,Daytime,"['Crime', 'Drama']"
Confidence,0.438182175,0.036323037,0.397523671,0.003802348,0.12221691,0.001951866,Realist,Past,Daytime,"['Crime', 'Drama']"
Constantine,0.028108744,0.877806425,0.003615951,0.000820831,0.086999305,0.002648697,Law Person/Outlaw,Past,Daytime,"['Fantasy', 'Action', 'Thriller', 'Horror', 'Drama']"
Copycat,0.009577687,0.027850486,0.946701646,0.004204442,0.007562692,0.004102937,Monster/Killer/Victim,Past,Nighttime,"['Thriller', 'Crime', 'Horror']"
Coraline,0.01427814,0.971037686,0.002783661,0.000595377,0.001531482,0.009773678,Realist,Present,Nighttime,"['Adventure', 'Fantasy', 'Family']"
Coriolanus,0.9809255,0.01574846,0.001058377,0.001090488,0.000662413,0.000514707,Realist,Past,Daytime,"['Thriller', 'War', 'Drama']"
Cradle 2 the Grave,0.34228754,0.51802361,0.109778188,0.003217778,0.02212631,0.004566564,Law Person/Outlaw,Past,Daytime,"['Comedy', 'Action', 'Thriller', 'Drama', 'Crime']"
Crank,0.234521925,0.091457725,0.637168705,0.005375014,0.029031083,0.002445553,Realist,Past,Daytime,"['Thriller', 'Crime', 'Drama', 'Action']"
Crash,0.04960604,0.916814089,0.01039659,0.003259354,0.015594745,0.004329191,Detective/Spy,Past,Daytime,"['Thriller', 'Romance', 'Drama']"
Crazy Stupid Love,0.013876227,0.003563129,0.972326517,0.004294104,0.004116414,0.001823666,Fighter,Past,Nighttime,"['Romance', 'Comedy', 'Drama']"
Crazylove,0.300261348,0.053049028,0.600638092,0.017133707,0.025593463,0.003324423,Detective/Spy,Past,Daytime,"['Romance', 'Drama']"
Creation,0.018873695,0.970993161,0.001151789,0.000480288,0.00239578,0.006105305,Detective/Spy,Past,Daytime,['Drama']
Crime Spree,0.330913812,0.229126915,0.384045988,0.007494634,0.043338381,0.005080349,Fighter,Past,Daytime,"['Crime', 'Comedy']"
Crouching Tiger Hidden Dragon,0.00340896,0.002846537,0.989529908,0.000719799,0.002963236,0.000531667,Monster/Killer/Victim,Future,Daytime,"['Fantasy', 'Romance', 'Action', 'Drama', 'Adventure']"
Croupier,0.027941598,0.139619529,0.810280323,0.001925304,0.016612353,0.003620849,Child,Future,Nighttime,"['Crime', 'Drama']"
Cruel Intentions,0.990312457,0.004739414,0.00078539,0.000257041,0.003715063,0.000190613,Detective/Spy,Past,Daytime,"['Romance', 'Drama']"
Crying Game,0.996427596,0.000886476,0.000667957,0.000205334,0.001622923,0.000189739,Comedian,Present,Daytime,"['Romance', 'Drama', 'Action']"
Cube,0.001559146,0.957809567,0.00086067,0.000369473,0.000846903,0.038554333,Child,Future,Daytime,"['Thriller', 'Horror', 'Sci-Fi']"
Custody,0.173469782,0.053798817,0.734067678,0.002741345,0.033280741,0.00264163,Detective/Spy,Past,Daytime,['Comedy']
Dallas Buyers Club,0.00160139,0.884639263,0.00125491,0.000678761,0.001637088,0.110188521,Detective/Spy,Past,Daytime,['Drama']
Dances with Wolves,0.002049178,0.014382934,0.000607115,0.000320068,0.98202765,0.000613044,Realist,Past,Daytime,"['Adventure', 'Drama']"
Dark City,0.004095121,0.992857933,0.000394429,0.000147753,0.001121886,0.001382843,Fighter,Past,Nighttime,"['Thriller', 'Sci-Fi']"
Dark Star,0.244632289,0.631957412,0.090865925,0.002509202,0.023962073,0.006073152,Realist,Past,Daytime,"['Thriller', 'Comedy', 'Sci-Fi']"
Darkman,0.400529265,0.213026106,0.31596449,0.006124212,0.059846219,0.004509679,Monster/Killer/Victim,Past,Daytime,"['Thriller', 'Crime', 'Sci-Fi', 'Action']"
Date Night,0.000180695,0.000137588,0.998370707,0.000873814,0.000306179,0.000130993,Child,Past,Nighttime,"['Crime', 'Comedy', 'Romance']"
Dave Barrys Complete Guide to Guys,0.755630374,0.016945602,0.211015657,0.008687345,0.005498987,0.002222057,Fighter,Past,Daytime,['Comedy']
